電扇,家
床,家
計程車,台北
瓷器,博物館
老師,教務處
廁所,學校
餐廳,大學
廚師,餐廳
學長,學校
動物,加勒比海
動物,地球
嬰兒,育嬰房
燈塔,澎湖
主管,工廠
書桌,學校
人,公車站
人,綠島
收銀機,商店
店員,商店
軍人,軍區
屎,廁所
枕頭,家
鞋子,家
遺體,殯儀館
漢堡,速食店
島嶼,大海
人行道,公園
空氣,地球
萬里長城,中國
黑熊,台灣
結婚,教堂
照片,相館
籃球,體育館
聯賽,體育館
門,廁所
院長,立法院
獅子,非洲
機場,泰國
鋼筋,工地
貝殼,沙灘
珊瑚,海底
珊瑚,海域
石油,亞洲
住宿生,宿舍
椰子樹,台大
筆,警局
人,工作室
古蹟,博物館
電影,電影院
名畫,博物館
飲水機,公司
同學,宿舍
客運,車站
火鍋,火鍋店
水池,公園
花圃,公園
車子,停車場
大樹,公園
水,小河
狗,公園
蜻蜓,公園
筆,房間
魚,小溪
梅花鹿,動物園
魚,溪
咖啡,咖啡店
白菜,故宮
五花肉,故宮
木乃伊,博物館
古董,故宮
國寶,故宮
教練,游泳池
衣服,夜市
機身,飛機
樹,校園
樹,世界
考卷,辦公室
旅館,美國
黃河,中國
窗戶,世界
草,操場
水草,池
人,夜市
蠟像,蠟像館
床,飯店
日本人,東京
妻子,廚房
碗筷,廚房
攤販,騎樓
商圈,市區
男生,餐廳
小朋友,公園
家人,房
錢,商店
國旗,學校
小鳥,天空
樹,學校
草,學校
大門,教堂
車子,校
人,總統府
檔案,辦公室
老師,研究所
情侶,電影院
教堂,巴黎
牆壁,教堂
垃圾,房屋
天花板,房屋
天花板,廁所
地板,廁所
老鼠,天花板
鑰匙,房間
電話,房間
金條,銀行
動植物,森林
影印機,公司
動物,叢林
水,海邊
晚餐,家
海鮮,餐廳
車子,道路
麵,家
西門町,台北
老師,安親班
老闆,書店
文具,書局
水,廁所
機車,馬路
廁所,飯店
講台,教室
班主任,補習班
冰箱,家
洗衣機,家
蘋果派,麥當勞
冰淇淋,麥當勞
母親,廚房
老師,台大
人,福爾摩沙
梅花鹿,臺灣
太空船,外太空
參考書,書局
參考書,學校
辦公室,總統府
電視,宿舍
電視,寢室
機車,家
洗手台,浴室
老師,補習班
攝影機,電視台
官員,立法院
路燈,馬路
渡船頭,淡水
紅毛城,淡水
旅客,飯店
棉被,寢室
疫苗,衛生所
兒童,孤兒院
秘書,辦公室
針頭,醫院
人,內湖
猴子,叢林
獅子,叢林
碗盤,廚房
縣長,縣議會
豬,市場
菜,市場
室友,宿舍
商品,百貨
妻子,臥室
老闆,書局
商場,台北
老闆娘,店
水果,台灣
報紙,全家
報紙,商店
工讀生,商店
大象,非洲
植物,森林
植物,植物園
籃球,操場
海獅,動物園
河馬,動物園
拖鞋,浴室
盤,廚房
爸爸,公園
池塘,公園
水,池塘
住宅,住宅區
行人,道路
收藏品,博物館
海浪,大海
員工,內政部
網球,網球場
房間,賓館
飛鳥,天空
啄木鳥,森林
植物,四川
球迷,球場
老師,操場
噴泉,公園
桌球,桌球室
海水,漁港
狗,房子
舞台,學校
漫畫,金石堂
漫畫,書店
文具,書店
冷氣,家
茶,茶行
老師,淡江
海豚,水族館
職員,辦公室
運動場,巨蛋
行員,銀行
人,北海道
貨物,倉庫
天鵝,動物園
柵欄,動物園
走廊,教室
夜市,臺灣
長江,中國
草,草叢
蛇,草叢
人,菜市場
園遊會,學校
狗,馬路
大廳,飯店
愛斯基摩人,北極
海豹,北極
沙魚,海
汽車,學校
機車,大樓
龜山島,台灣
提款機,郵局
西子灣,高雄
神父,教會
牧師,教會
牛,農場
顧客,商店
足球,足球場
觀眾,球場
教練,球場
座位,體育館
魚,廚房
教室,校園
飲料,雜貨店
電線桿,馬路
鮑魚,餐廳
鳥類,動物園
爸爸,客廳
書,客廳
電線杆,公園
人,東歐
電腦,書房
儀器,實驗室
信徒,寺廟
媽媽,客廳
停車場,飯店
客人,客廳
黑手黨,義大利
人,店面
電梯,百貨公司
囚犯,監獄
老闆娘,餐廳
遊客,渡假村
校隊,學校
羅浮宮,巴黎
經濟部長,經濟部
門,教室
臭豆腐,台灣
桌子,廚房
咖啡店,街頭
觀光客,故宮
機車,騎樓
馬,動物園
學生,考場
紅綠燈,馬路
柴油,加油站
狗,台大
地勤,機場
人,游泳池
沙,海灘
教科書,書局
寵物,家
禮堂,學校
餐桌,廚房
母雞,院子
教科書,學校
旅客,火車站
